1	2023-01-01	25000	759	314	242	328	298
1	2023-01-02	25147	132	479	434	149	333
1	2023-01-03	24467	2	384	476	488	352
1	2023-01-04	23733	48	84	120	117	365
1	2023-01-05	23332	999	22	476	193	368
1	2023-01-06	23941	372	140	16	213	221
1	2023-01-07	23952	81	89	307	11	126
1	2023-01-08	23818	801	57	205	113	8
1	2023-01-09	24554	310	48	469	335	386
1	2023-01-10	24430	141	140	353	474	376
1	2023-01-11	24055	100	182	368	260	68
1	2023-01-12	23905	977	17	131	274	145
1	2023-01-13	24720	630	123	1	387	397
1	2023-01-14	24830	909	280	340	72	146
1	2023-01-15	25313	307	230	291	414	40
1	2023-01-16	25350	63	73	73	94	286
1	2023-01-17	25054	985	242	393	269	452
1	2023-01-18	25345	219	428	469	238	60
1	2023-01-19	25076	721	215	294	37	208
1	2023-01-20	25374	292	334	390	96	142
1	2023-01-21	25190	495	216	199	437	191
1	2023-01-22	25278	486	158	27	235	464
1	2023-01-23	25142	197	489	112	392	397
1	2023-01-24	24453	991	150	51	224	402
1	2023-01-25	24892	273	238	362	257	339
1	2023-01-26	24588	766	498	0	140	353
1	2023-01-27	24503	329	18	38	124	123
1	2023-01-28	24691	162	288	455	422	385
1	2023-01-29	24180	160	136	392	159	338
1	2023-01-30	23866	486	315	199	58	167
1	2023-01-31	23870	653	478	439	25	127
2	2023-01-01	10000	491	390	110	206	203
2	2023-01-02	9898	129	269	16	266	439
2	2023-01-03	9319	596	166	433	431	133
2	2023-01-04	9616	339	111	294	18	358
2	2023-01-05	9486	215	277	489	58	187
2	2023-01-06	9237	415	311	467	94	498
2	2023-01-07	8843	280	261	213	112	310
2	2023-01-08	8552	219	431	1	469	242
2	2023-01-09	8098	928	265	413	396	98
2	2023-01-10	8663	655	76	145	361	317
2	2023-01-11	8925	754	241	200	77	285
2	2023-01-12	9153	141	158	129	352	352
2	2023-01-13	8784	879	362	229	127	128
2	2023-01-14	9173	972	364	214	151	351
2	2023-01-15	9430	630	116	345	11	120
2	2023-01-16	9824	546	453	117	322	476
2	2023-01-17	9441	843	218	488	450	248
2	2023-01-18	9818	655	227	107	5	260
2	2023-01-19	9986	437	455	149	381	292
2	2023-01-20	9676	484	383	237	354	339
2	2023-01-21	9438	459	42	244	154	286
2	2023-01-22	9569	432	82	203	11	138
2	2023-01-23	9781	914	10	108	16	88
2	2023-01-24	10597	593	35	453	431	255
2	2023-01-25	10900	465	416	198	207	369
2	2023-01-26	10580	751	318	12	428	372
2	2023-01-27	10641	185	2	438	24	116
2	2023-01-28	10708	95	204	208	302	0
2	2023-01-29	10599	654	172	110	171	449
2	2023-01-30	10632	600	46	487	271	185
2	2023-01-31	11001	394	93	213	344	171
3	2023-01-01	32000	159	201	253	446	205
3	2023-01-02	31753	64	110	396	25	111
3	2023-01-03	31596	442	66	71	227	245
3	2023-01-04	31727	376	133	59	0	398
3	2023-01-05	31572	939	136	173	237	235
3	2023-01-06	32140	523	411	78	0	221
3	2023-01-07	32031	324	234	282	81	8
3	2023-01-08	32113	93	131	120	392	247
3	2023-01-09	31828	5	103	435	319	346
3	2023-01-10	31384	21	18	32	350	198
3	2023-01-11	31189	623	178	134	237	259
3	2023-01-12	31375	957	275	8	388	60
3	2023-01-13	31997	447	275	423	424	5
3	2023-01-14	32164	833	327	45	242	380
3	2023-01-15	32290	423	2	412	243	253
3	2023-01-16	32458	158	59	134	341	268
3	2023-01-17	32289	923	97	450	262	440
3	2023-01-18	32675	196	437	298	407	234
3	2023-01-19	32200	767	296	424	230	160
3	2023-01-20	32511	317	199	390	406	443
3	2023-01-21	32186	880	334	389	77	102
3	2023-01-22	32630	604	107	409	267	42
3	2023-01-23	33085	572	376	114	287	119
3	2023-01-24	33162	628	439	267	47	388
3	2023-01-25	32963	187	204	5	2	235
3	2023-01-26	32711	629	460	405	480	90
3	2023-01-27	32790	383	201	182	449	251
3	2023-01-28	32721	493	376	154	335	158
3	2023-01-29	32680	799	91	334	70	322
3	2023-01-30	33066	600	426	9	121	143
3	2023-01-31	33097	361	271	441	101	69
4	2023-01-01	5000	70	129	2	429	270
4	2023-01-02	4671	137	414	380	220	424
4	2023-01-03	3970	934	260	138	161	24
4	2023-01-04	4620	117	299	163	54	149
4	2023-01-05	4289	79	24	347	196	253
4	2023-01-06	4091	109	188	54	253	96
4	2023-01-07	3916	821	2	15	303	49
4	2023-01-08	4686	964	292	267	214	262
4	2023-01-09	5096	569	171	318	15	103
4	2023-01-10	5391	4	361	201	78	470
4	2023-01-11	4564	33	431	115	329	82
4	2023-01-12	4084	783	226	462	84	248
4	2023-01-13	4393	698	272	291	380	443
4	2023-01-14	4376	128	470	160	103	205
4	2023-01-15	3829	386	277	27	7	112
4	2023-01-16	3826	414	85	238	292	434
4	2023-01-17	3721	592	429	180	222	315
4	2023-01-18	3569	829	239	61	175	380
4	2023-01-19	3779	857	365	200	100	380
4	2023-01-20	3891	979	101	401	230	497
4	2023-01-21	4272	511	28	215	280	346
4	2023-01-22	4409	905	391	327	152	353
4	2023-01-23	4570	354	311	20	285	424
4	2023-01-24	4189	143	236	193	343	292
4	2023-01-25	3804	834	227	461	451	157
4	2023-01-26	4254	499	235	125	15	308
4	2023-01-27	4210	744	12	134	105	459
4	2023-01-28	4483	744	480	266	18	322
4	2023-01-29	4425	131	79	428	467	180
4	2023-01-30	4297	263	36	220	139	420
4	2023-01-31	4104	99	357	29	214	351
5	2023-01-01	50000	754	30	442	336	420
5	2023-01-02	50304	194	206	28	161	120
5	2023-01-03	50172	881	193	247	331	47
5	2023-01-04	50813	179	214	94	413	323
5	2023-01-05	50455	103	432	116	173	346
5	2023-01-06	49780	929	97	9	472	499
5	2023-01-07	50113	118	310	43	125	315
5	2023-01-08	49606	786	46	122	325	89
5	2023-01-09	50257	84	100	270	457	363
5	2023-01-10	49878	365	376	112	106	305
5	2023-01-11	49562	132	240	59	71	217
5	2023-01-12	49237	347	252	285	202	197
5	2023-01-13	49135	393	271	478	80	164
5	2023-01-14	49093	396	370	172	350	194
5	2023-01-15	48925	184	211	128	243	258
5	2023-01-16	48640	984	310	331	64	337
5	2023-01-17	48977	534	227	240	276	277
5	2023-01-18	49007	410	227	250	181	397
5	2023-01-19	48793	631	32	466	168	180
5	2023-01-20	49212	401	492	5	449	49
5	2023-01-21	49072	810	368	382	454	459
5	2023-01-22	49055	187	114	381	372	92
5	2023-01-23	49036	770	95	167	78	72
5	2023-01-24	49639	293	336	129	307	188
5	2023-01-25	49408	244	174	86	463	221
5	2023-01-26	49257	953	169	13	391	333
5	2023-01-27	49708	231	47	307	344	104
5	2023-01-28	49788	508	413	301	216	136
5	2023-01-29	49747	509	14	245	60	479
5	2023-01-30	49763	452	32	124	10	9
5	2023-01-31	50174	493	15	377	37	252
